ลำดับ,ร้าน,วันที่,รหัสสินค้า,บาร์โค้ด,ชื่อสินค้า,รหัสหมวดหมู่,หมวดหมู่,ยอดยกมา,รับเข้า,ขายออก,รับแปร,เบิกแปร,ปรับเพิ่ม,ปรับลด,รับผลิต,เบิกผลิต,สินค้าคงเหลือ,หน่วย,@หน่วย,มูลค่าคงเหลือ,รหัสเหตุผล,เหตุผล
1514,CP Fresh Shop ດອນໜູນ,2025-05-18,2255121206,9921206,ສັນໃນໝູ ,003,ຊີ້ນສົດ,5.58,2.79,6.096,0.0,0.0,0.0,0.0,0.0,0.0,2.275,ກິໂລກຣາມ,91000.0,207025.0,-,-
1515,CP Fresh Shop ດອນໜູນ,2025-05-18,23003929,8935319710567,ນັກເກັດໄກ່ຄລາສສິກ 300g,012,ອາຫານສຳເລັດຮູບ,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,ແພັກ,52000.0,1248000.0,-,-
1516,CP Fresh Shop ດອນໜູນ,2025-05-18,800000141350,8850718819485,ເລ່ລົດບາບີຄີວ44g,013,ເຂົ້າໜົມ,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,"ຊນ,ອັນ",11709.0,187344.0,-,-
1517,CP Fresh Shop ດອນໜູນ,2025-05-18,800000103186,8801073113428,ຫມີ່ເກົາຫລີແດງຫໍ່,012,ອາຫານສຳເລັດຮູບ,-15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,"ຊນ,ອັນ",17625.0,-282000.0,-,-
1518,CP Fresh Shop ດອນໜູນ,2025-05-18,800000122680,8859730600408,ຜົ້ງ​ປີງ​ຈີນ100g,010,ເຄື່ອງປຸງ,58.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,"ຊນ,ອັນ",9231.0,516936.0,-,-
1519,CP Fresh Shop ດອນໜູນ,2025-05-18,2255120311,8858984833242,ລູກຊີ້ນຫມູ A ແພັກ 1000 g,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ແພັກ,0.0,0.0,-,-
1520,CP Fresh Shop ດອນໜູນ,2025-05-18,800000101381,20210009,NVເສືອຮ້ອງໄຫ້ແພັກສະໄລ 300g,007,ອາຫານແຊ່ແຂງ,8.0,20.0,5.0,0.0,0.0,23.0,0.0,0.0,0.0,46.0,"ຊນ,ອັນ",46500.0,2139000.0,REACD00001,สินค้าขาด/เกิน จากการตรวจนับ
1521,CP Fresh Shop ດອນໜູນ,2025-05-18,800000141549,8859066014276,ຊອດຫອຍນາງລົມຕຸກ1000g,010,ເຄື່ອງປຸງ,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,"ຊນ,ອັນ",21938.0,131628.0,-,-
1522,CP Fresh Shop ດອນໜູນ,2025-05-18,2255121615,8562551216153,ຊີ້ນສັນຄໍໝູສະໄລ້ WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,85.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,ແພັກ,53000.0,4187000.0,-,-
1523,CP Fresh Shop ດອນໜູນ,2025-05-18,800000104157,8850016635251,ເປົາ​ທູ​ໂທນ​ໄສ້​ໄຂ່​ກຸ້ງ500g,007,ອາຫານແຊ່ແຂງ,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"ຊນ,ອັນ",52100.0,364700.0,-,-
1524,CP Fresh Shop ດອນໜູນ,2025-05-18,800000107278,8850718819478,ເລ່ລົດໂມລິສະລາຍຖົງ44g,013,ເຂົ້າໜົມ,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,"ຊນ,ອັນ",11709.0,163926.0,-,-
1525,CP Fresh Shop ດອນໜູນ,2025-05-18,800000247429,8850718804573,ເລ່ຊາວຄີມແລະຫົວຫອມກ່ອງ100g,013,ເຂົ້າໜົມ,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,"ຊນ,ອັນ",28875.0,519750.0,-,-
1526,CP Fresh Shop ດອນໜູນ,2025-05-18,800000152961,8851055841344,ລູກຊີ້ນໄກ່1kg,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
1527,CP Fresh Shop ດອນໜູນ,2025-05-18,800000084487,8850058004138,ແຈ່ວພັນທ້າຍແກ້ວໃຫຍ່ 820ກຼາມ,801,ນໍ້າແຈ່ວ,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,"ຊນ,ອັນ",61667.0,1295007.0,-,-
1528,CP Fresh Shop ດອນໜູນ,2025-05-18,800000106734,8852014020558,pfp ເຕົາຮູ້ປາແຜ່ນ500g,007,ອາຫານແຊ່ແຂງ,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,"ຊນ,ອັນ",32250.0,483750.0,-,-
1529,CP Fresh Shop ດອນໜູນ,2025-05-18,800000103970,8850144206378,ຄະນໍໄກ່ກ້ອນ 20ກກ,010,ເຄື່ອງປຸງ,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"ຊນ,ອັນ",4549.0,4549.0,-,-
1530,CP Fresh Shop ດອນໜູນ,2025-05-18,800000256536,6955236542609,ເສັ້ນໝາກອຶ 200g,008,ເຄື່ອງແຫ້ງ,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,"ຊນ,ອັນ",11600.0,510400.0,-,-
1531,CP Fresh Shop ດອນໜູນ,2025-05-18,800000084293,8850016072506,ປູອັດTVI 250ກຼາມ,007,ອາຫານແຊ່ແຂງ,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,"ຊນ,ອັນ",22175.0,576550.0,-,-
1532,CP Fresh Shop ດອນໜູນ,2025-05-18,800000084525,6970489240690,ວາຊາບິ S&G,008,ເຄື່ອງແຫ້ງ,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,"ຊນ,ອັນ",8000.0,440000.0,-,-
1533,CP Fresh Shop ດອນໜູນ,2025-05-18,800000084384,8858657103573,AFMໄສ້ກອກຊີດຂຽວ 500ກຼາມ,007,ອາຫານແຊ່ແຂງ,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,"ຊນ,ອັນ",40000.0,520000.0,-,-
1534,CP Fresh Shop ດອນໜູນ,2025-05-18,800000084337,8858828509593,ນົມສົ້ມ ໝາກໜອດ 60ml,012,ອາຫານສຳເລັດຮູບ,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,"ຊນ,ອັນ",3200.0,92800.0,-,-
1535,CP Fresh Shop ດອນໜູນ,2025-05-18,800000122702,-,ເຕົາຮູ້ແຜ່ນ,008,ເຄື່ອງແຫ້ງ,103.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,"ຊນ,ອັນ",6475.0,653975.0,-,-
1536,CP Fresh Shop ດອນໜູນ,2025-05-18,800000151045,03012025,ເຫັດຫອມ100g,804,ເຫັດ-ສາຫຼ່າຍ,54.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,"ຊນ,ອັນ",19400.0,1008800.0,-,-
1537,CP Fresh Shop ດອນໜູນ,2025-05-18,2255121204,9921204,ສັນຄໍໝູ,003,ຊີ້ນສົດ,4.81,19.09,9.491,0.0,0.0,0.0,0.0,0.0,0.0,14.405,ກິໂລກຣາມ,96000.0,1382880.0,-,-
1538,CP Fresh Shop ດອນໜູນ,2025-05-18,800000084247,25667751,ຜັກບົ້ງ 300ກຼາມ,002,ຜັກປອດສານພິດ,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"ຊນ,ອັນ",5000.0,25000.0,-,-
1539,CP Fresh Shop ດອນໜູນ,2025-05-18,800000084260,25667768,ໝາກນາວ 4 ໜ່ວຍ,002,ຜັກປອດສານພິດ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
1540,CP Fresh Shop ດອນໜູນ,2025-05-18,800000121130,1363060450741,Okimchi 300g,012,ອາຫານສຳເລັດຮູບ,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"ຊນ,ອັນ",25000.0,200000.0,-,-
1541,CP Fresh Shop ດອນໜູນ,2025-05-18,800000084511,8850511321147,ໂລຊ່າ ຊອດໝາກເຂືອເທດ 300ກຼາມ,010,ເຄື່ອງປຸງ,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,"ຊນ,ອັນ",13750.0,357500.0,-,-
1542,CP Fresh Shop ດອນໜູນ,2025-05-18,800000101381,20210009,NVເສືອຮ້ອງໄຫ້ແພັກສະໄລ 300g,007,ອາຫານແຊ່ແຂງ,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,"ຊນ,ອັນ",46500.0,604500.0,-,-
1543,CP Fresh Shop ດອນໜູນ,2025-05-18,800000084527,8850100004994,ໝີ່ໄວໄວຊ່ອງ ລົດດັ້ງເດີມ,008,ເຄື່ອງແຫ້ງ,-87.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.0,"ຊນ,ອັນ",3539.0,-325588.0,-,-
1544,CP Fresh Shop ດອນໜູນ,2025-05-18,2210440047,8562104400473,ຕີນໄກ່ເນື້ອອານາໄມ,014,ໄກ່ແພັກແບັນ,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ແພັກ,59000.0,118000.0,-,-
1545,CP Fresh Shop ດອນໜູນ,2025-05-18,800000084234,13052025,ຫົວກະທຽມ500g,002,ຜັກປອດສານພິດ,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,"ຊນ,ອັນ",14560.0,859040.0,-,-
1546,CP Fresh Shop ດອນໜູນ,2025-05-18,2210440044,8562104400442,ສັນໃນໄກ່ເນື້ອອານາໄມ,014,ໄກ່ແພັກແບັນ,1.01,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,ແພັກ,55000.0,0.0,REACD00001,สินค้าขาด/เกิน จากการตรวจนับ
1547,CP Fresh Shop ດອນໜູນ,2025-05-18,800000141549,8859066014276,ຊອດຫອຍນາງລົມຕຸກ1000g,010,ເຄື່ອງປຸງ,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,"ຊນ,ອັນ",21938.0,263256.0,-,-
1548,CP Fresh Shop ດອນໜູນ,2025-05-18,800000084506,8850180040011,ແປ້ງໂກກິ 150ກຼາມ,010,ເຄື່ອງປຸງ,74.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,"ຊນ,ອັນ",9931.0,724963.0,-,-
1549,CP Fresh Shop ດອນໜູນ,2025-05-18,800000102119,8858836201205,ເຫັດເຂັມຖົງຂຽວ,804,ເຫັດ-ສາຫຼ່າຍ,116.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,"ຊນ,ອັນ",6400.0,595200.0,-,-
1550,CP Fresh Shop ດອນໜູນ,2025-05-18,800000084384,8858657103573,AFMໄສ້ກອກຊີດຂຽວ 500ກຼາມ,007,ອາຫານແຊ່ແຂງ,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,"ຊນ,ອັນ",40000.0,240000.0,-,-
1551,CP Fresh Shop ດອນໜູນ,2025-05-18,2255120346,8858984833129,ຫມູທອດ 1000g,006,ຊີ້ນແພກແບຣນ,27.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,ແພັກ,66000.0,1584000.0,-,-
1552,CP Fresh Shop ດອນໜູນ,2025-05-18,800000107241,8887155055299,Orchid ນ້ຳ​ມັນ​ຫວຽດ 2L,010,ເຄື່ອງປຸງ,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,"ຊນ,ອັນ",64167.0,1283340.0,-,-
1553,CP Fresh Shop ດອນໜູນ,2025-05-18,800000101381,20210009,NVເສືອຮ້ອງໄຫ້ແພັກສະໄລ 300g,007,ອາຫານແຊ່ແຂງ,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,"ຊນ,ອັນ",46500.0,604500.0,-,-
1554,CP Fresh Shop ດອນໜູນ,2025-05-18,800000102091,0309202456,ເຕົາຫູ້ໄຂ່ ເກດ Aຖົງ10ອັນ,011,ໄກ່ - ໄຂ່,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,"ຊນ,ອັນ",33000.0,957000.0,-,-
1555,CP Fresh Shop ດອນໜູນ,2025-05-18,800000084489,8859169900308,ແຈ່ວລູກຊີ້ນ (ຝາຂຽວ),010,ເຄື່ອງປຸງ,87.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,"ຊນ,ອັນ",7917.0,680862.0,-,-
1556,CP Fresh Shop ດອນໜູນ,2025-05-18,800000121414,8850310000854,ແປ້ງ​ທອດກອບUSM1kg,010,ເຄື່ອງປຸງ,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,"ຊນ,ອັນ",26400.0,343200.0,-,-
1557,CP Fresh Shop ດອນໜູນ,2025-05-18,800000106734,8852014020558,pfp ເຕົາຮູ້ປາແຜ່ນ500g,007,ອາຫານແຊ່ແຂງ,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,"ຊນ,ອັນ",32250.0,387000.0,-,-
1558,CP Fresh Shop ດອນໜູນ,2025-05-18,800000101380,23022022,NVເສືອຮ້ອງໄຫ້ອົດສະຕາລີ500g,007,ອາຫານແຊ່ແຂງ,16.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,"ຊນ,ອັນ",77500.0,1472500.0,-,-
1559,CP Fresh Shop ດອນໜູນ,2025-05-18,800000084318,8859268100647,ໄສ້ກອກຫມູຄອກເທວຜະສົມຊີສ 500g,007,ອາຫານແຊ່ແຂງ,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"ຊນ,ອັນ",42800.0,42800.0,-,-
1560,CP Fresh Shop ດອນໜູນ,2025-05-18,2210440046,8562104400466,ປີກເຕັມໄກ່ເນື້ອອານາໄມ,014,ໄກ່ແພັກແບັນ,2.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.833,ແພັກ,75000.0,137475.0,-,-
1561,CP Fresh Shop ດອນໜູນ,2025-05-18,800000141533,-,ຄອບສະກາຍລົດນ້ຳເຜີ້ງ70g,013,ເຂົ້າໜົມ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
1562,CP Fresh Shop ດອນໜູນ,2025-05-18,800000084485,8850058004633,ແຈ່ວພັນທ້າຍ 342 ກຼາມ,801,ນໍ້າແຈ່ວ,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,"ຊນ,ອັນ",32654.0,326540.0,-,-
1563,CP Fresh Shop ດອນໜູນ,2025-05-18,2255121281,9921281,ກະດູກຂໍ້,003,ຊີ້ນສົດ,11.28,0.0,10.194,0.0,0.0,0.0,0.0,0.0,0.0,1.087,ກິໂລກຣາມ,31000.0,33697.0,-,-
1564,CP Fresh Shop ດອນໜູນ,2025-05-18,800000084511,8850511321147,ໂລຊ່າ ຊອດໝາກເຂືອເທດ 300ກຼາມ,010,ເຄື່ອງປຸງ,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,"ຊນ,ອັນ",13750.0,440000.0,-,-
1565,CP Fresh Shop ດອນໜູນ,2025-05-18,800000101497,8850016635671,ປູອັດເບັນໂຕະ 250ກຮາມ,007,ອາຫານແຊ່ແຂງ,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,"ຊນ,ອັນ",24500.0,465500.0,-,-
1566,CP Fresh Shop ດອນໜູນ,2025-05-18,800000084473,705604960759,ເກືອກາກວຽນໄອໂອດີນເວີນຄຳ 1ກິໂລ,010,ເຄື່ອງປຸງ,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,"ຊນ,ອັນ",12500.0,450000.0,-,-
1567,CP Fresh Shop ດອນໜູນ,2025-05-19,2255120313,8858984832825,ໝູຍໍ່ A 500 g,012,ອາຫານສຳເລັດຮູບ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ແພັກ,0.0,0.0,-,-
1568,CP Fresh Shop ດອນໜູນ,2025-05-19,2255121281,9921281,ກະດູກຂໍ້,003,ຊີ້ນສົດ,0.0,13.36,9.196,0.0,0.0,0.0,0.0,0.0,0.0,4.164,ກິໂລກຣາມ,31000.0,129084.0,-,-
1569,CP Fresh Shop ດອນໜູນ,2025-05-19,2255121619,8562551216191,ຊີ້ນຄໍໝູປີ້ງ WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,16.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,ແພັກ,65000.0,975000.0,-,-
1570,CP Fresh Shop ດອນໜູນ,2025-05-19,800000084511,8850511321147,ໂລຊ່າ ຊອດໝາກເຂືອເທດ 300ກຼາມ,010,ເຄື່ອງປຸງ,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,"ຊນ,ອັນ",13750.0,357500.0,-,-
1571,CP Fresh Shop ດອນໜູນ,2025-05-19,800000101535,990000535,ຂາລາຍ AUD,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ກິໂລກຣາມ,0.0,0.0,-,-
1572,CP Fresh Shop ດອນໜູນ,2025-05-19,800000085652,-,ໄກ່ລາດປອກແພັກຖາດ,011,ໄກ່ - ໄຂ່,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
1573,CP Fresh Shop ດອນໜູນ,2025-05-19,800000106733,8850016225001,TVIກຸ້ງລະເບີດ500g,007,ອາຫານແຊ່ແຂງ,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"ຊນ,ອັນ",46800.0,374400.0,-,-
1574,CP Fresh Shop ດອນໜູນ,2025-05-19,800000084318,8859268100647,ໄສ້ກອກຫມູຄອກເທວຜະສົມຊີສ 500g,007,ອາຫານແຊ່ແຂງ,10.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,"ຊນ,ອັນ",44800.0,1164800.0,-,-
1575,CP Fresh Shop ດອນໜູນ,2025-05-19,800000227301,8850016155230,ວາກາເມະຈັງ 500g,007,ອາຫານແຊ່ແຂງ,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"ຊນ,ອັນ",53700.0,268500.0,-,-
1576,CP Fresh Shop ດອນໜູນ,2025-05-19,800000084257,68074943,ຜັກຫົມ 300ກຼາມ,002,ຜັກປອດສານພິດ,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"ຊນ,ອັນ",5000.0,10000.0,-,-
1577,CP Fresh Shop ດອນໜູນ,2025-05-19,800000084278,8858828509517,ກະແລ້ມກະທິ,012,ອາຫານສຳເລັດຮູບ,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,"ຊນ,ອັນ",8000.0,144000.0,-,-
1578,CP Fresh Shop ດອນໜູນ,2025-05-19,800000107248,8850026209244,ປາກະປ໋ອງແປ 125ກ,008,ເຄື່ອງແຫ້ງ,69.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,"ຊນ,ອັນ",12480.0,848640.0,-,-
1579,CP Fresh Shop ດອນໜູນ,2025-05-19,800000101379,2302202223,NVໜອກສະໄລອົດສະຕາລີ300g,007,ອາຫານແຊ່ແຂງ,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,"ຊນ,ອັນ",58500.0,585000.0,-,-
1580,CP Fresh Shop ດອນໜູນ,2025-05-19,800000104157,8850016635251,ເປົາ​ທູ​ໂທນ​ໄສ້​ໄຂ່​ກຸ້ງ500g,007,ອາຫານແຊ່ແຂງ,12.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,"ຊນ,ອັນ",54900.0,1701900.0,-,-
1581,CP Fresh Shop ດອນໜູນ,2025-05-19,2255120346,8858984833129,ຫມູທອດ 1000g,006,ຊີ້ນແພກແບຣນ,26.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,ແພັກ,68607.0,1509354.0,-,-
1582,CP Fresh Shop ດອນໜູນ,2025-05-19,800000247442,8850718803873,ເລ່ກິ່ນກຸ້ງມັງກອນສະໄປຊີກ່ອງ100g,013,ເຂົ້າໜົມ,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,"ຊນ,ອັນ",28875.0,404250.0,-,-
1583,CP Fresh Shop ດອນໜູນ,2025-05-19,800000122561,6935283420020,ເສັ້ນເສສວນມັດ500g,008,ເຄື່ອງແຫ້ງ,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,"ຊນ,ອັນ",20000.0,480000.0,-,-
1584,CP Fresh Shop ດອນໜູນ,2025-05-19,800000084310,-,ແຈ່ວດາດໂຕໝູ (ໃຫຍ່),801,ນໍ້າແຈ່ວ,85.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,"ຊນ,ອັນ",27000.0,1890000.0,-,-
1585,CP Fresh Shop ດອນໜູນ,2025-05-19,2255121283,9921283,ກະດູກສັນຫລັງ,003,ຊີ້ນສົດ,5.13,18.45,22.576,0.0,0.0,0.0,0.0,0.0,0.0,1.008,ກິໂລກຣາມ,39000.0,39312.0,-,-
1586,CP Fresh Shop ດອນໜູນ,2025-05-19,800000123315,8859313502983,ແປບຊີຕຸກ1225ml,009,ເຄື່ອງດື່ມ,54.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,"ຊນ,ອັນ",17000.0,884000.0,-,-
1587,CP Fresh Shop ດອນໜູນ,2025-05-19,2255121614,8562551216146,ຊີ້ນໝູສາມຊັ້ນສະໄລ້ WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,1.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,ແພັກ,53500.0,-428000.0,-,-
1588,CP Fresh Shop ດອນໜູນ,2025-05-19,800000084448,8851954102836,ນໍ້າສົ້ມສາຍຊູ1ລິດ,010,ເຄື່ອງປຸງ,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,"ຊນ,ອັນ",14170.0,198380.0,-,-
1589,CP Fresh Shop ດອນໜູນ,2025-05-19,800000084294,8850987144370,ມ່າມ່າ ແກງຂຽວຫວານ,012,ອາຫານສຳເລັດຮູບ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
1590,CP Fresh Shop ດອນໜູນ,2025-05-19,800000103176,8850153383107,ປາກະປ່ອງ3ແມ່ຄົວແພັກ,012,ອາຫານສຳເລັດຮູບ,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,"ຊນ,ອັນ",120150.0,2162700.0,-,-
1591,CP Fresh Shop ດອນໜູນ,2025-05-19,800000147722,8850250007357,ແປ້ງນົວກາຖ້ວຍ 500g,010,ເຄື່ອງປຸງ,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,"ຊນ,ອັນ",28380.0,1106820.0,-,-
1592,CP Fresh Shop ດອນໜູນ,2025-05-19,2255120442,8562551204426,ສາມຊັ້ນໝັກເກືອ 1000g,006,ຊີ້ນແພກແບຣນ,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,ແພັກ,60995.0,1280895.0,-,-
1593,CP Fresh Shop ດອນໜູນ,2025-05-19,800000084196,8851959143711,ນໍ້າທິບໃຫຍ່ 1.5ລິດ,009,ເຄື່ອງດື່ມ,-34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.0,"ຊນ,ອັນ",4750.0,-161500.0,-,-
1594,CP Fresh Shop ດອນໜູນ,2025-05-19,800000102119,8858836201205,ເຫັດເຂັມຖົງຂຽວ,804,ເຫັດ-ສາຫຼ່າຍ,133.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,"ຊນ,ອັນ",6000.0,690000.0,-,-
1595,CP Fresh Shop ດອນໜູນ,2025-05-19,800000084206,8851959132678,ໝາກ​ນາວ​ໂຊ​ດາ,009,ເຄື່ອງດື່ມ,5.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,"ຊນ,ອັນ",8167.0,432851.0,-,-
1596,CP Fresh Shop ດອນໜູນ,2025-05-19,2255121487,8562551214876,ສັນຄໍໝູສະໄລ້ WARP FREEZE 250 ກຣາມ,006,ຊີ້ນແພກແບຣນ,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,ແພັກ,35000.0,595000.0,-,-
1597,CP Fresh Shop ດອນໜູນ,2025-05-19,2220352102,8850653433234,ໄຂ່ໄກ່ແພັກ 10 ຟອງ-ເບີ 2,011,ໄກ່ - ໄຂ່,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ແພັກ,31000.0,0.0,REACD00001,สินค้าขาด/เกิน จากการตรวจนับ
1598,CP Fresh Shop ດອນໜູນ,2025-05-19,2210440003,994000302,ຕີນໄກ່ເນື້ອ WF(TS) ,011,ໄກ່ - ໄຂ່,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ກິໂລກຣາມ,59000.0,0.0,-,-
1599,CP Fresh Shop ດອນໜູນ,2025-05-19,800000123523,8850016065003,ລູກຊີ້ນປາມຶກTVT500g,007,ອາຫານແຊ່ແຂງ,46.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,"ຊນ,ອັນ",54500.0,2398000.0,-,-
1600,CP Fresh Shop ດອນໜູນ,2025-05-19,800000103164,6975964250010,ແຈ່ວເສສວນນ້ຳມັນກຸ້ງ 150g,010,ເຄື່ອງປຸງ,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,"ຊນ,ອັນ",10000.0,590000.0,-,-
1601,CP Fresh Shop ດອນໜູນ,2025-05-19,800000084277,5101820,CP ຊຸດຈຸ່ມພີມ້ຽນ,002,ຜັກປອດສານພິດ,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,"ຊນ,ອັນ",27000.0,162000.0,-,-
1602,CP Fresh Shop ດອນໜູນ,2025-05-19,800000103678,8858632000156,AROເອິກໄກ່ເນື້ອລ້ອນລອກຫນັງ 2kg,007,ອາຫານແຊ່ແຂງ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
1603,CP Fresh Shop ດອນໜູນ,2025-05-19,800000084187,42423371249,ແຈ່ວດາດຫອມແຊບເຂັ້ມຂຸ້ນ 500g,803,ແຈ່ວຊີ້ນດາດ - ຊີ້ນຈຸ່ມ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",26000.0,0.0,-,-
