รหัสสินค้า,ชื่อสินค้า
2255120404,ໝູສາມຊັ້ນໝັກນ້ຳມັນງາ 500g
800000101380,NVເສືອຮ້ອງໄຫ້ອົດສະຕາລີ500g
800000107256,ວິຕາມິນC ເລມອນ
800000192695,ໄມ້ຖູ່100ຄູ່
800000142611,ເຕົ້າ​ຫູ້​ປາTVI 500g
800000107241,Orchid ນ້ຳ​ມັນ​ຫວຽດ 2L
800000084503,ແປ້ງນົວ250ກຮາມ
800000084193,"ນໍ້າທິບ ແພັກໃຫຍ່ 1,5L"
800000084432,ນໍ້າປາ ກາປາມືກຂວດຢາງ700ມລ
800000084473,ເກືອກາກວຽນໄອໂອດີນເວີນຄຳ 1ກິໂລ
23003924,ປີກໄກ່ນິວອໍລີນ 300g
800000103162,Hi ຫນ້າເສສວນນໍ້າມັນພືດ 220g
2255121230,ຊິ້ນໝູບົດປົນມັນໝູ 20%
2255121209,ຊິ້ນບ່າໄຫລ່ໝູ (ຊິ້ນຂາໜ້າ)
800000084283,ກະແລ້ມໝາກໜອດ
800000084418,ຊອດຫອຍແມ່ຄົວ 150 ມລ
800000084281,ກະແລ້ມໄມ້ໝາກໂມ
800000103199,ນໍ້າປາກາປາມຶກແກ້ວ 700ມລ
800000084337,ນົມສົ້ມ ໝາກໜອດ 60ml
2255121205,ສັນນອກໝູ
2255120402,ໝູນຸ້ມໝັກພິກໄທດຳ 500g
800000103899,ຊອດໝາກເຂືອເທດໂລຊ່າຂວດ500g
800000084392,ປາຊາບະຮົມຄວັນ 125ກຼາມ
800000199229,ກາໂຕະລົດສະຕໍເບີລີ320ml
800000199260,ຂະໜົມຊີລ້ຽວສອດໄສ້ລົດຊອກໂກແລດ
800000247050,ແຈ່ວພັນປາ550 g
800000103193,ກະທິ ຊາວເກາະ1000ml
800000084492,ແຈ່ວສຸກີ້ກວາງຕຸ້ງ830ກລາມ
800000101784,ຍຳຍຳກຸ້ງນ້ຳໃສຊ່ອງ
800000084369,pfpເຕົ້າຫູ້ປາລູກເຕົາ 500g
800000084375,best foods ເສັ້ນສະປາເກັດຕີ້400g
800000084458,ຟ້າໄທນໍ້າຂຸ້ນ350g
800000101381,NVເສືອຮ້ອງໄຫ້ແພັກສະໄລ 300g
800000247064,ແຈ່ວຄຸນນັດ250g
800000109612,ເກັກຮວຍປ່ອງແດງ
800000101491,AROຜັກລວມ1kg
800000103175,ສະອີ້ວຂາວເຫັດຫອມ 700ມລ
800000084247,ຜັກບົ້ງ 300ກຼາມ
2210440045,ນ່ອງໄກ່ເນື້ອຕິດສະໂພກອານາໄມ
23003916,ຄາລາເກະໄກ່ກອບ 300g
23003929,ນັກເກັດໄກ່ຄລາສສິກ 300g
800000084334,ນ້ຳຕານບວງ 1ກິໂລ
800000197588,ນ້ຳ​ປາ​ຫວຽດ750ml
800000101493,Aro ຖົ່ວເເຮະຢີ່ປຸ່ນເເຊ່ເເຂງ
800000084219,NVນົມສະໄລ້A300ກຼາມ
800000084480,ແຈ່ວກະທະຮ້ອນ 830ກລາມ
800000084491,ແຈ່ວສຸກີ້ ແມ່ຂ້ອຍ 500ກຼາມ
800000101497,ປູອັດເບັນໂຕະ 250ກຮາມ
800000179649,ກໍ້ແພັກອາຫານ200m*30cm
800000179662,ເຈ້ຍເຫລື້ອມ3m*30cm
800000141324,ຄອບລົດຊອກໂກແລດຖົງ
800000107977,AROເນື້ອປາດໍລີ້ສະໄລ່
2255121621,ກະດູກອ່ອນໝູຕັດຕ່ອນ WF(TS) 500 ກຣາມ
800000084462,ລົດດີ ໝູ 400ກຼາມ
2255120442,ສາມຊັ້ນໝັກເກືອ 1000g
2255121489,ສາມຊັ້ນໝູສະໄລ້ WRAP FREEZE 250 ກຣາມ
800000101352,PFP ເຕົ້າຮູ້ຊີດ500g
800000126160,ຊອ​ສ ຊູ​ຊິ​ໂຊ​ຢຸ220ml
800000126557,Mfoodແຈ່ວດາດ_ຈຸ່ມ500g
800000103613,ເຫັດມະນ້ອຍຖົງຂຽວ200g
800000101358,ລູກຊີ້ນກຸ້ງTVI 500g
800000101377,NV ຂາລາຍສະໄລ 300g
2255121410,ຫາງໝູອານາໄມ FREEZE 1000 ກຣາມ
800000103181,ໝີ່ເກົາຫລີດຳແພັກ5ຫໍ່
800000084273,ຫົວຫອມບົ່ວແດງ500g
800000084411,ຄະນໍຜົງລົດໝູ 400g
800000084450,ນໍ້າແຈ່ວປີ້ງຈີນ 260ກຼາມ
800000101382,ນ່ອງໄກ່ຕິດສະໂພກຖົງໃສ2kg
800000116870,ນ້ຳ​ປາ​ເມ​ກາ​ເຊບ700ml
800000107255,ວິຕາມິນC ທັບທິມ
800000107291,ເລ່ລົດດັງເດີມຖົງ
800000084523,ລ້ອນສາຍຝົນ 70ກຼາມ
800000084529,ເຂົ້າປຸ້ນແຫ້ງຊຽງຂຽວ
800000103176,ປາກະປ່ອງ3ແມ່ຄົວແພັກ
800000084322,ກຸ້ງປອກເປືອກແຊ່ແຂງ 1000g
2255121532,ຊີ້ນໝູສາມຊັ້ນຕັດຕ່ອນ FREEZE 500 ກຣາມ
23003923,ນັກເກັດວົງ 300g
800000155537,ໄສ້ກອກລົດໄຟ700g
800000244092,ໝີ່ໜວດມັງກອນຟ້າ
800000112182,ຊອດ​ຫອຍ​ຄົວ​ຕະ​ວັນ1kg
800000126113,ນ້ຳຈິ້ມໄກ່ຄົວຕະວັນ230g
800000103898,ຊອດໝາກເພັດໂລຊ່າຂວດ500g
2255121274,ຊີ້ນສາມຊັ້ນສະໄລ້ອານາໄມ 1000 ກຣາມ
800000101368,SunValleyປີກໄກ່ກອບດັງເດີມ1kg
800000084335,ນົມສົ້ມ ດັ້ງເດີມ 60ml
82SJL224005P00001,ບະຫມີກຽ້ວກຸ້ງ 308g
2255120443,ລູກຊີ້ນເອັນ 500g
800000101360,ປູອັດTVI500g
800000247429,ເລ່ຊາວຄີມແລະຫົວຫອມກ່ອງ100g
800000252212,ເອິກເປັດລົມຄວນ1kg
800000123438,ຜົງແຈ່ວປີ້ງຈີນ130g
800000123563,ປາກເປັດບໍຕິດລີ້ນ1kg
800000126156,ນ້ຳ​ສະ​ລັດງາຂາວ​ຍີ່​ປຸ່ນ1L
2255120310,ລຸກຊີ້ນຫມູ A ແພັກ 500 g
800000107416,ຕັບເປັດ1kg
800000101920,ເດວິດເອັນໄກ່ 1kg
800000084278,ກະແລ້ມກະທິ
800000084336,ນົມສົ້ມ ສະຕໍເບີລີ້ 60ml
800000106712,pfpລູກຊີ້ນປາພູເກັດ500g
800000246312,ນ້ຳ​ມັນ​ອາ​ງຸ່ນ1ml
800000246356,ເຂົ້າຈ້າວກາພະຍານາກ 1kg
800000121410,ນ້ຳຕານປີດ1kg
800000121414,ແປ້ງ​ທອດກອບUSM1kg
800000147713,ປາເສັ້ນຈັບໂບ້ລົດບາບິຄິວ
2255120359,ສົ້ມຫມູ  500 g
800000084512,ໂລຊ່າຊໍອດພີກ 300ກລາມ
800000101376,NV ຂາລາຍAUD 500g
800000101378,NVນົມໝູສະໄລ້A 500g
800000084457,ພູເຂົາທອງ600ມລ
800000107252,ໄລປອນເອັມ3ຖົງ
2255121521,ຕີນໝູຕັດ
800000244064,ໝີ່ແພັກຂຽວ
800000122908,ຢໍ່ຈືນໂປະແຕກແພັກໃຫຍ່
800000126127,ຄອນເນ່ແພັກໃຫຍ່3ຖົງ
800000141350,ເລ່ລົດບາບີຄີວ44g
800000104156,ລູກຊີ້ນປາTVI 500g
800000084280,ກະແລ້ມຖົ່ວລຽນ
800000084429,ນໍ້າຈິ້ມໄກ່ ແມ່ປານອມ 260ກລາມ
2210440043,ເອິກໄກ່ເນື້ອຕິດຫນັງອານາໄມ
2255120354,ຫມູຝອຍ   100 g
800000188616,best foods ມາຍ໋ອງເນສ 870g
800000103188,ຊອດໂລ​ຊ້າ​ໝາກ​ເດັນ​ກາ​ໂລ600g
800000157121,ສິດຊູກໍ້ວິລາ
800000234450,ສະໂພກໄກ່ຖົງ2kg
800000106734,pfp ເຕົາຮູ້ປາແຜ່ນ500g
800000107172,Polar Bear ໝາກຖົວຍິປຸ່ນ Edamame 1kg
2220354303,ໄຂ່ໄກ່ແຕະ 30 ຟອງ ຝາຄອບ-ເບີ 3
800000107278,ເລ່ລົດໂມລິສະລາຍຖົງ44g
800000084398,ປາໄຂ່ 500 ກຼາມ
800000084448,ນໍ້າສົ້ມສາຍຊູ1ລິດ
800000107253,ນ້ຳໝາກຟ້າວfreeze240ml
800000106711,tvi chikuwa500g
800000107704,ປີກກາງຖົງ2kg
800000101499,SunValleyໄກ່ປ໋ອບສະໄປຊີ1kg
2255121620,ກະດູກຂ້າງໝູຕັດເສັ້ນ WF(TS) 500 ກຣາມ
2255120346,ຫມູທອດ 1000g
2255120415,ໄສ້ກອກຫມູ 500g
800000084293,ປູອັດTVI 250ກຼາມ
800000158668,MIK ເກົາຫລີ້ TATO 800g
23000889,CP ເນື້ອເອິກໄກ່ລ້ວນ ແພັກ 2 kg
800000239131,ກະດູກຂ້າງcp1kg
800000116727,ວຸ້ນຫມາກຟ້າວ240ml
800000147880,MIK zaab zeed TATO 800g
800000103185,ຫມີ່ເກົ່າຫລີ່ເຫລືອງແພັກ5ຫໍ່
800000107254,ວິຕາມິນC ນ້ຳສົ້ມ
800000101357,tvi Seafood Bowl ທະເລລວມ
800000101369,ຫມຶກວົງຕິດໜັງ1kg
800000101379,NVໜອກສະໄລອົດສະຕາລີ300g
800000103177,ປາ​ກະ​ປ່ອງສາມ​ແມ່​ຄົວ93g
800000084279,ກະແລ້ມຖົ່ວດຳ
800000084460,best foods ມາຍ໋ອງເນສ 220ml
2255120314,ໝູຍໍ່ A 1000 g
800000203336,ສະອິວນົວ380ml
800000199250,ຂະໜົມຊີລ້ຽວສອດໄສ້ລົດຊອກໂກແລດແພັກ3ຖົງ
2255121618,ຊີ້ນໝູສາມຊັ້ນຕັດເສັ້ນ WF(TS) 500 ກຣາມ
800000126159,ຍາກິນິກຸຊອດ220ml
800000133995,SunValleyໄກ່ປ໋ອບດັງເດີມ1kg
800000103440,ແຈ່ວສຸກີ້ແມ່ທອນ 750g
800000106733,TVIກຸ້ງລະເບີດ500g
800000107265,ຍຳຍຳລົດສຸກີ້ຊ່ອງ
800000107415,ໄຕໄກ່ 1 kg
800000101367,SunValleyຊິກເກັນຕິກ1kg
800000101370,ຫມຶກຫມາກນັດ 1kg
800000084284,ກະແລ້ມເຜືອກ
800000084311,ແຈ່ວສຸກີ້ ໄອເຟວ 250g
800000084416,ຊອດ​ຖົວ​ເຫຼືອງ​ຍີ່​ປຸ່ນ200ml
2255120398,ໄສ້ກອກຫວານ 500g
800000125871,ຫມຶກເສັ້ນ1kg
2255121207,ຊິ້ນໝູສາມຊັ້ນ
800000199243,ນ້ຳມະຂາມ400ml
800000244109,ເຕົ້າຫູ້ແຫ້ງເສັ້ນ
800000113354,SunValleyປີກໄກ່ກອບລົດບາບີຄີວ1kg
800000147756,ນ້ຳເຍັນເຍັນ400ml
800000101917,ຮອດອກPPເຫລືອງໄກ່
800000103172,ຄະນໍລົດໝູ750g
800000103174,ແປ້ງ​ນົວ​ກາ​ຈອງ1kg
800000158663,ຫົວໃຈໄກ່2kg
800000122906,ຢໍ່ຈືນໂປະແຕກແພັກນ້ອຍ
800000161550,ປີກບົນຖົງໃສ2kg
800000084384,AFMໄສ້ກອກຊີດຂຽວ 500ກຼາມ
800000112183,ສະອິວຝາຂຽວຄົວ​ຕະ​ວັນ600g
800000122683,ສະລ່າຍຂຽວ100g
800000122883,PFPປາມ້ອນໄສ້ໄຂ່ເຄັມ500g
800000123320,ນ້ຳໝາກນາວຟ້າໄທ1000g
800000123521,ເລັບມືນາງ1kg
800000123565,ເອັນເຕ້ CP 1 kg
800000141549,ຊອດຫອຍນາງລົມຕຸກ1000g
800000103895,ຊອດໝາກເລັນກູດໄລ500g
800000107414,ເອິກໄກ່ຖົງໃສ2kg
800000107687,ຄອນເນ່ຊີດແພັກໃຫຍ່3ຖົງ
800000107691,ໄວ​ໄວດັງເດີມ1ແກັດ
800000084522,ລ້ອນສາຍຝົນ 35ກຼາມ
800000084277,CP ຊຸດຈຸ່ມພີມ້ຽນ
800000169042,ເທດໂຕ້ລົດສະລາຍແພັກ6ຖົງ
800000187189,ແຈ່ວMK830g
800000227301,ວາກາເມະຈັງ 500g
800000247442,ເລ່ກິ່ນກຸ້ງມັງກອນສະໄປຊີກ່ອງ100g
800000126154,ຊອດເທີຍາກິ220ml
800000127896,ມິລິນດາຂຽວ1225ml
800000141618,ຍຳຍຳກຸ້ງນ້ຳໃສແກັດ
800000084202,ກະແລ້ມແອັບເປີ້ນ
800000103187,ຫມີ່ເກົາຫລີແດງເພັດຄູນ2ແພັກ5ຫໍ່
800000106829,ເສັ້ນແກ້ວສະລ່າຍຄາວາ1000g
800000084303,ຮອນດອກແດງນ້ອຍ1kg
800000084312,ແຈ່ວສຸກີ້ ໄອເຟວ 500g
800000084431,ນໍ້າຕານຊາຍຂາວ ກາປວງ 1ກິໂລ
2255120338,ຫມູຍໍ່ຫນັງ A 500 g
800000103183,ຫມີ່ເກົາຫລີບົວແພັກ5ຫໍ່
2255121206,ສັນໃນໝູ 
800000120919,ປີກກາງຕີດປາຍປີກ2kg
800000141329,ເລ່ລົດບາບີຄີວແພັກໃຫຍ່06ຖົງ
800000107277,ເລ່ລົດໂມລິສະລາຍແພັກໃຫຍ່06ຖົງ
800000101365,SUNFOOD ປີກບົນໄກ່ຖົງແດງ1kg
800000084483,ແຈ່ວນໍ້າຈິ້ມສຸກີ້ກວາງຕຸ້ງ 330ກຼາມ
800000084502,ແຈ່ວເສສວນໂຕປາ220g
800000244105,ເຝີເສັ້ນໃຫ່ຍ
800000084527,ໝີ່ໄວໄວຊ່ອງ ລົດດັ້ງເດີມ
800000187445,ສະລ່າຍຖົງໃສ100g
800000084199,ໂຄກ ລົດດັ້ງເດີມ 1.25ລ
800000126155,ນ້ຳ​ສະ​ລັດງາຂາວ​ຍີ່​ປຸ່ນ220ml
800000126163,ຊອດປຸງລົດງາຂາວ220ml
800000130176,ຈໍປູ 500g
800000135302,Mfood ໜ້າເຂົ້າຊອຍ500g
800000107267,ຍຳຍຳໝູສັບແກັດ
800000107279,ເລ່ລົດດັງເດີມແຜ່ນຍັກແພັກໃຫຍ່06ຖົງ
800000107282,ຍຳໆຊອງສູດຕົ້ມຍຳກຸ້ງນ້ຳຂຸ້ນແກັດ
800000107686,ຄອນເນ່ຊີດຖົງ48g
800000107690,ປາປີກ້າຖົງ48g
800000084508,ແມັກກີ້ 200ມລ
800000101374,ເນີຍຈີດຕາແດນນີ່1/2ປອນ
800000103170,ກະທິອາລອຍດີ1000g
800000084304,ເທດໂຕ້ລົດບາບີຄີວຖົງ42g
800000084315,ແຈ່ວໄອເຟວເພ້ຍ 250ກຼາມ
800000084485,ແຈ່ວພັນທ້າຍ 342 ກຼາມ
800000084498,ແຈ່ວເສສວນງົວຫອມ150ກຮາມ
2220352303,ໄຂ່ໄກ່ແຕະ 30 ຟອງ-ເບີ 3
23003915,ໄກ່ກອບຢີ່ປຸ່ນທັດສືທາເກະ 300g
800000259674,ໃບກະເພົາ
800000169247,ເຫັດມະນ້ອຍຖົງຟ້າ200g
800000190867,ຊາລາເປົາ ຄຣີມຊີດtvi500
800000190871,tvi ປູອັດນາມິ500g
800000137007,ປາຍປີກ1kg
800000103897,la fonteເສັ້ນສະປາກິດຕີ້500g
2220352100,ໄຂ່ໄກ່ແພັກ 10 ຟອງ-ເບີ 0
800000107266,ຍຳຍຳສຸກກີ້ເແກັດ
800000084537,ເຫັດຫິມະ 200g
800000084257,ຜັກຫົມ 300ກຼາມ
2210440047,ຕີນໄກ່ເນື້ອອານາໄມ
800000106732,TVIເຕົ້າຮູ້ແຊມວີດ 500g
2210440046,ປີກເຕັມໄກ່ເນື້ອອານາໄມ
800000158665,ເອິກເປັດ
2255121282,ກະດູກໃບພາຍ
800000113473,ລູກຊີ້ນຫມູ
800000122558,ຍອດຜັກຫົມອອ່ນ
800000123313,ມິລິນດາແດງສະຕໍເບີລີ1225ml
800000103184,ຫມີ່ເກົ່າຫລີ່ເຫລືອງຖົງ
800000103194,ກະທິອຳພາວາ1000g
800000103893,ຊອດຫອຍນາງລົມຕາກູດໄຣ່500g
800000103970,ຄະນໍໄກ່ກ້ອນ 20ກກ
800000106973,tvi ດອກໄມ້ທະເລ500g
800000107050,ລູກຊີ້ນປາແຫຼມ
800000107738,ເອັນເຕ້ໄກ່2kg
800000084463,ລົດດີ ໝູ 800ກຼາມ
800000084464,ລົດດີຊຸບກ້ອນ ລົດໝູ
2255120445,ນ້ຳມັນຫມູແພັກແບນ 1000g
800000199404,ຂະໜົມຊີລ້ຽວຊອກໂກແລດສອດໄສ້ຄີມ
800000199232,ປາມຶກກອບຊົງເຄື່ອງ18g
800000084200,ໂຄກກະປອງ ບໍ່ມີນໍ້າຕານ 325ມລ
800000161738,ພິກໄທຂາວກາມື 60g
800000103617,ຜັກກາດຂາວ
2230440008,ໄກ່ລາດ-ປອກແພັກສູນອາກາດ
2255121522,ພອກຊ໋ອບຕັດຕ່ອນ FREEZE
2255121211,ກະດູກແກງໝູ
2210440004,ໂຄງໄກ່ເນື້ອຕິດຫົວ
8210L225350G21251,ກຸ້ງຂາວດິບຫມົດໂຕ (21-25) 350g
8250L220400G26301,ກຸ້ງປອກເປືອກຜ່າຈົງຫາງ (26/30) 500g
8260L220400G10151,ກຸ້ງປອກເປືອກຜ່າຫລັງຖອດຫາງ  PDTL (10/15) 500g
82A0L220500G31401,ກຸ້ງຕົມສຸກແຊ່ແຂງ (31/40) 500g
82N0L220500G00001,ກຸ້ງຄາຣາເກະ 500g
82NML220500G00001,ກຸ້ງທອດ 500g
82S8L212005P00001,ກຽ້ວກຸ້ງຈັກກະພັດ 145g
82S8L212005P01001,ກຽ້ວກຸ້ງຈັກກະພັດຊຸບມາລ່າ 143g
20054001,ກຽ້ວກຸ້ງຣົດຕົມຍຳ 115g
2210440003,ຕີນໄກ່ເນື້ອ WF(TS) 
2210440005,ເອິກໄກ່ເນື້ອຕິດຫນັງ WF(TS) 
2210440006,ປີກເຕັມໄກ່ເນື້ອ WF(TS) 
2210440008,ສັນໃນໄກ່ເນື້ອ
2210440009,ເຄື່ອງໃນແດງລວມ(ໄກ່ເນື້ອ)
2210440010,ໄກ່ເນື້ອ -ກົມ 
2210440011,ໄກ່ເນື້ອ-ລ້ວງ (S)
2210440014,ໄກ່ເນື້ອ AA
2210440015,ນ່ອງໄກ່ເນື້ອຕິດສະໂພກ WF(TS) 
2210440017,ກົ້ນໄກ່ເນື້ອ
2210440028,ໄກ່ເນື້ອ -ກົມ(ໄກ່ຊຳລຸດ)
2210440029,ໄກ່ເນື້ອລ້ວງປອກແພັກຖາດ
2210440030,ໄກ່ເນື້ອລ້ວງປອກແພັກສູນຍາກາດ
2210440032,ຄໍໄກ່ເນື້ອຕິດຫົວ
2210440033,ເຄື່ອງໃນໄກ່ເນື້ອ WF(TS) 
2210440036,ເອິກໄກ່ເນື້ອຕິດຫນັງ 
2210440037,ນ່ອງໄກ່ເນື້ອຕິດສະໂພກ 
2210440038,ປີກເຕັມໄກ່ເນື້ອ 
2210440039,ຕີນໄກ່ເນື້ອ 
2210440040,ສັນໃນໄກ່ເນື້ອ WF(TS)  
2210440042,ເຄື່ອງໃນໄກ່ເນື້ອອານາໄມ
2210440044,ສັນໃນໄກ່ເນື້ອອານາໄມ
2220352042,ໄຂ່ໄກ່ແພັກ 4 ຟອງ-ເບີ 2
2220352065,ໄຂ່ໄກ່ແພັກ 6 ຟອງ-ເບີ 5
2220352101,ໄຂ່ໄກ່ແພັກ 10 ຟອງ-ເບີ 1
2220352102,ໄຂ່ໄກ່ແພັກ 10 ຟອງ-ເບີ 2
2220352300,ໄຂ່ໄກ່ແຕະ 30 ຟອງ-ເບີ 0
2220352301,ໄຂ່ໄກ່ແຕະ 30 ຟອງ-ເບີ 1
2220352302,ໄຂ່ໄກ່ແຕະ 30 ຟອງ-ເບີ 2
2220352304,ໄຂ່ໄກ່ແຕະ 30 ຟອງ-ເບີ 4
2220352305,ໄຂ່ໄກ່ແຕະ 30 ຟອງ-ເບີ 5
2220352310,ໄຂ່ໄກ່ແຕະ 30 ຟອງ-ໄຂ່ຈຳໂບ້
2220354300,ໄຂ່ໄກ່ແຕະ 30 ໜ່ວຍ ຝາຄອບ-ເບີ 0
2220354301,ໄຂ່ໄກ່ແຕະ 30 ໜ່ວຍ ຝາຄອບ-ເບີ 1
2220354304,ໄຂ່ໄກ່ແຕະ 30 ໜ່ວຍ ຝາຄອບ-ເບີ 4
2220354305,ໄຂ່ໄກ່ແຕະ 30 ໜ່ວຍ ຝາຄອບ-ເບີ 5
2220354306,ໄຂ່ໄກ່ແຕະ 30 ໜ່ວຍ ຝາຄອບ-ເບີ 6
2220355025,ໄຂ່ລວກ  ແພັກ 2  ຟອງ
2220357025,ໄຂ່ຕົ້ມ ແພັກ 2 ຟອງ
2220358100,ໄຂ່ໄກ່ Cage Free  ແພັກ 10  ຟອງ
2222392100,ໄຂ່ເປັດແພັກ 10 ຟອງ
2230440009,ໄກ່ລາດປອກບໍ່ລວມເຄື່ອງໃນ
2230440011,ເຄື່ອງໃນໄກ່ລາດ 500 ກຣາມ
2230440018,ໄກ່ລາດ-ປອກ 10ໂຕ(S)
2230440019,ໄກ່ລາດ-ປອກ 10ໂຕ(M)
2230440020,ໄກ່ລາດ-ປອກ 10ໂຕ(L)
2230440022,ໄກ່ລາດ-ປອກແພັກຖາດ
2230440023,ເຄື່ອງໃນໄກ່ລາດ 
2230440025,ເຄື່ອງໃນໄກ່ລາດ WF(TS)
2255120311,ລູກຊີ້ນຫມູ A ແພັກ 1000 g
2255120313,ໝູຍໍ່ A 500 g
2255120339,ຫມູຍໍ່ຫນັງ A 1000 g
2255120343,ຍໍ່ແຊບ  500 g
2255120344,ຍໍ່ແຊບ  1000 g
2255120348,ໝູນຸ້ມໝັກນ້ຳມັນງາ 1000g
2255120349,ໝູນຸ້ມໝັກພິກໄທດຳ 1000g
2255120350,ໝູສາມຊັ້ນໝັກນ້ຳມັນງາ 1000g
2255120351,ໝູສາມຊັ້ນໝັກພິກໄທດຳ 1000g
2255120356,ຫມູຝອຍ  1000g 
2255120367,ລຸກຊີ້ນແຊບ 500 g
2255120368,ລູກຊີ້ນແຊບ 1000 g
2255120383,ຫມູຫນາວ 500g
2255120393,ນ້ຳມັນຫມູ 1000 ມລ.
2255120397,ໄສ້ກອກຫວານ 250g
2255120406,ໝູສາມຊັ້ນໝັກພິກໄທດຳ 500g
2255120408,ໄສ້ກອກເຂົ້າ 500g
2255120409,ໄສ້ກອກສົ້ມ 500g
2255120410,ໄສ້ກອກລ້ອນ 500g
2255120413,ຫມູກອບ   500g
2255120419,ໂບໂລນ້າ 300g
2255120421,ໄສ້ກອກແຟ້ງ 300 ກຣາມ
2255120422,ໄສ້ກອກແຟ້ງ 500g
2255120427,ຂາຫມູຕຸ້ນ 1000g
2255120433,ໄສ້ກອກຈຳໂບ້ຊີດ 500g
2255120444,ລູກຊີ້ນເອັນ 1000g
2255120457,ນ້ຳມັນຫມູແພັກແບຮນ 500g
2255121208,ຊິ້ນຄໍໝູປິ້ງ
2255121212,ໜັງຕິດມັນໝູ
2255121217,ໄສ້ຕັນໝູ
2255121221,ໄຂ່ຫລັງໝູ
2255121222,ມ້າມໝູ
2255121225,ຫາງໝູ
2255121229,ຊິ້ນໝູບົດ 
2255121231,ຫົວໝູ (ຫົວເຕັມ)
2255121233,ເຄື່ອງໃນໝູລວມ
2255121234,ພອກຊ໋ອບ (ຊິ້ນສະເຕັກ)
2255121236,ເສັດຊິ້ນໝູ
2255121237,ມັນໝູແຂງ
2255121238,ມັນເປວ
2255121239,ໜັງໝູຊິ້ນ
2255121242,ມັນຕ໋ອມ
2255121243,ເສດຂີ້ເລື່ອຍ
2255121244,ເສດຫນັງ
2255121245,ມັນແຂງຕິດໜັງ
2255121246,ຊີ້ນສອງຊັ້ນ
2255121249,ກະດູກຂ້າງຕິດຊິ້ນໜາ
2255121264,ກະດູກອ່ອນ ແພັກ 1 ກິໂລກຣາມ
2255121289,ພົກຢ່ຽວ
2255121293,ມັນຕິດໄສ້ໝູ
2255121333,ຊິ້ນຄໍໝູປີ້ງ WRAP 500 ກຣາມ
2255121336,ຊີ້ນໝູສາມຊັ້ນຕັດເສັ້ນ WRAP 500 ກຣາມ
2255121337,ກະດູກຂ້າງໝູຕັດເສັ້ນ WRAP 500 ກຣາມ
2255121339,ກະດູກອ່ອນໝູຕັດຕ່ອນ WRAP 500 ກຣາມ
2255121340,ຊີ້ນໝູບົດປົນມັນ 10% WRAP 500 ກຣາມ
2255121342,ຊີ້ນສັນຄໍໝູສະເຕັກ WRAP 500 ກຣາມ
2255121343,ຊີ້ນສັນນອກໝູສະເຕັກ WRAP 500 ກຣາມ
2255121347,ຊີ້ນຄໍໝູປີ້ງ WRAP FREEZE 500 ກຣາມ
2255121350,ຊີ້ນໝູສາມຊັ້ນຕັດເສັ້ນ WRAP FREEZE 500 ກຣາມ
2255121351,ກະດູກຂ້າງໝູຕັດເສັ້ນ WRAP FREEZE 500 ກຣາມ
2255121352,ກະດູກຂ້າງໝູຕັດຕ່ອນ WRAP FREEZE 500 ກຣາມ
2255121353,ກະດູກອ່ອນໝູຕັດຕ່ອນ WRAP FREEZE 500 ກຣາມ
2255121354,ຊີ້ນໝູບົດປົນມັນ 10% WRAP FREEZE 500 ກຣາມ
2255121355,ຊີ້ນໝູບົດປົນມັນ 30% WRAP FREEZE 500 ກຣາມ
2255121356,ຊີ້ນສັນຄໍໝູສະເຕັກ WRAP FREEZE 500 ກຣາມ
2255121357,ຊີ້ນສັນນອກໝູສະເຕັກ WRAP FREEZE 500 ກຣາມ
2255121358,ຊີ້ນສັນນອກໝູສະໄລ້ WRAP FREEZE 500 ກຣາມ
2255121359,ຊີ້ນສັນຄໍໝູສະໄລ້ WRAP FREEZE 500 ກຣາມ
2255121374,ຊີ້ນສັນຄໍໝູອານາໄມ 1000 ກຣາມ
2255121376,ຊີ້ນໝູສາມຊັ້ນຕັດເສັ້ນອານາໄມ 1000 ກຣາມ
2255121377,ກະດູກຂ້າງໝູຕັດເສັ້ນອານາໄມ 1000 ກຣາມ
2255121378,ກະດູກຂ້າງໝູຕັດຕ່ອນອານາໄມ 1000 ກຣາມ
2255121379,ກະດູກອ່ອນໝູຕັດຕ່ອນອານາໄມ 1000 ກຣາມ
2255121385,ກະດູກສັນຫລັງຕັດຕ່ອນອານາໄມ 500 ກຣາມ
2255121394,ສັນໃນໝູອານາໄມ 1000 ກຣາມ
2255121396,ສັນໃນໝູອານາໄມ FREEZE 1000 ກຣາມ
2255121397,ໝູບົດປົນມັນ 30% ອານາໄມ FREEZE 500 ກຣາມ
2255121404,ຕີນໝູອານາໄມ 1000 ກຣາມ
2255121406,ຕີນໝູອານາໄມ FREEZE 1000 ກຣາມ
2255121418,ຊີ້ນໝູສາມຊັ້ນອານາໄມ 2000 ກຣາມ
2255121423,ຊີ້ນສະໂພກໝູອານາໄມ 2000 ກຣາມ
2255121424,ໝູບົດປົນມັນ 30% ອານາໄມ 2000 ກຣາມ
2255121425,ໝູບົດປົນມັນ 20% ອານາໄມ 2000 ກຣາມ
2255121481,ຫົວໝູ (ແຍກຊີ້ນສ່ວນ)
2255121488,ສັນຄໍໝູສະໄລ້ອານາໄມ FREEZE 250 ກຣາມ
2255121490,ສາມຊັ້ນໝູສະໄລ້ອານາໄມ FREEZE 250 ກຣາມ
2255121505,ໄສ້ຕັນໝູອານາໄມ FREEZE 500 ກຣາມ
