รหัสสินค้า,ชื่อสินค้า
800000084526,ສາຫຼ່າຍດຳ FUTAL
800000103674,ຄະນໍລົດໝູຖົງ17g
800000084506,ແປ້ງໂກກິ 150ກຼາມ
800000084408,ຄະນໍກ້ອນ ຕົ້ມຍຳ
800000102119,ເຫັດເຂັມຖົງຂຽວ
2255121615,ຊີ້ນສັນຄໍໝູສະໄລ້ WF(TS) 500 ກຣາມ
800000155539,ກ້ຽວ500g
800000127090,ເສັ້ນເຜືອກ200g
800000122563,ຟອງເຕົາຫູ້ຖົງຂຽວ
800000123315,ແປບຊີຕຸກ1225ml
2255121489,ສາມຊັ້ນໝູສະໄລ້ WRAP FREEZE 250 ກຣາມ
800000107246,ໂອອີຊິລົດເຂົ້າ
800000084293,ປູອັດTVI 250ກຼາມ
2255120382,ຫມູປີ້ງ 10ໄມ້  550g
800000084343,ລ້ອນປຽກດອກຝ້າຍ 500ກຼາມ
800000249313,ແຈ່ວຄຸນນັດ500g
800000084417,ນໍ້າມັນຫອຍນາງລົມ600ml
800000147722,ແປ້ງນົວກາຖ້ວຍ 500g
800000084537,ເຫັດຫິມະ 200g
800000084318,ໄສ້ກອກຫມູຄອກເທວຜະສົມຊີສ 500g
800000084234,ຫົວກະທຽມ500g
800000084473,ເກືອກາກວຽນໄອໂອດີນເວີນຄຳ 1ກິໂລ
2255121230,ຊິ້ນໝູບົດປົນມັນໝູ 20%
2255121203,ຊິ້ນສະໂພກໝູ (ຊິ້ນຂາຫລັງ)
800000101381,NVເສືອຮ້ອງໄຫ້ແພັກສະໄລ 300g
800000104233,ເສັ້ນດຳ 200ກມ
800000084369,pfpເຕົ້າຫູ້ປາລູກເຕົາ 500g
800000101352,PFP ເຕົ້າຮູ້ຊີດ500g
800000103168,ລ້ອນ​ສາຍ​ຜົນ​ຖົງ​350g
800000143078,Mfoodແຈ່ວຊີຟູດ
26020202,ໄກ່ຈໍ້ 500 ກັມ
800000107977,AROເນື້ອປາດໍລີ້ສະໄລ່
800000103199,ນໍ້າປາກາປາມຶກແກ້ວ 700ມລ
2255121487,ສັນຄໍໝູສະໄລ້ WARP FREEZE 250 ກຣາມ
800000107416,ຕັບເປັດ1kg
800000103899,ຊອດໝາກເຂືອເທດໂລຊ່າຂວດ500g
800000122561,ເສັ້ນເສສວນມັດ500g
2255121619,ຊີ້ນຄໍໝູປີ້ງ WF(TS) 500 ກຣາມ
800000084219,NVນົມສະໄລ້A300ກຼາມ
2255121614,ຊີ້ນໝູສາມຊັ້ນສະໄລ້ WF(TS) 500 ກຣາມ
23000889,CP ເນື້ອເອິກໄກ່ລ້ວນ ແພັກ 2 kg
800000084278,ກະແລ້ມກະທິ
800000190860,ມັນຝຮັ່ງຫຍັກເອັກຕ້າ1kg
800000103171,ກະທິ ອາລອຍດີ250g
800000084337,ນົມສົ້ມ ໝາກໜອດ 60ml
2255120400,ໝູນຸ້ມໝັກນ້ຳມັນງາ 500g
23003924,ປີກໄກ່ນິວອໍລີນ 300g
2255121205,ສັນນອກໝູ
800000101357,tvi Seafood Bowl ທະເລລວມ
800000084206,ໝາກ​ນາວ​ໂຊ​ດາ
2255120346,ຫມູທອດ 1000g
800000084444,Orchid ນ້ຳ​ມັນ​ຫວຽດ 1 ml
2255120443,ລູກຊີ້ນເອັນ 500g
800000101378,NVນົມໝູສະໄລ້A 500g
2255121532,ຊີ້ນໝູສາມຊັ້ນຕັດຕ່ອນ FREEZE 500 ກຣາມ
2255121207,ຊິ້ນໝູສາມຊັ້ນ
2220354303,ໄຂ່ໄກ່ແຕະ 30 ຟອງ ຝາຄອບ-ເບີ 3
800000084303,ຮອນດອກແດງນ້ອຍ1kg
800000084457,ພູເຂົາທອງ600ມລ
800000161550,ປີກບົນຖົງໃສ2kg
800000107254,ວິຕາມິນC ນ້ຳສົ້ມ
2255120427,ຂາຫມູຕຸ້ນ 1000g
800000101380,NVເສືອຮ້ອງໄຫ້ອົດສະຕາລີ500g
800000084419,ຊອດແມັກກີ້ 680ກຼາມ
800000084485,ແຈ່ວພັນທ້າຍ 342 ກຼາມ
800000084277,CP ຊຸດຈຸ່ມພີມ້ຽນ
800000130237,ປູອັດເບັນໂຕະ 500g
2255120398,ໄສ້ກອກຫວານ 500g
800000101892,ແຈ່ວດາດໂຕໝູ (ນ້ອຍ)
800000084158,ຍອດອ່ອນຕາວັນ
2255120442,ສາມຊັ້ນໝັກເກືອ 1000g
2255121295,ຂາຕັ້ງ (ຂາຫລັງໝູ)
800000101367,SunValleyຊິກເກັນຕິກ1kg
800000106731,AFMໄສ້ກອກໄກ່500g
800000126557,Mfoodແຈ່ວດາດ_ຈຸ່ມ500g
2255121620,ກະດູກຂ້າງໝູຕັດເສັ້ນ WF(TS) 500 ກຣາມ
800000106975,SunValleyນັກເກັດໄກ່ 1kg
800000103173,ສະອິວດຳ940g
800000101356,TVIຄອມໂບຊີສບັນລວມ 500g
2255121618,ຊີ້ນໝູສາມຊັ້ນຕັດເສັ້ນ WF(TS) 500 ກຣາມ
2220352100,ໄຂ່ໄກ່ແພັກ 10 ຟອງ-ເບີ 0
800000102050,ເຫັດຫຼວງ500g
800000101376,NV ຂາລາຍAUD 500g
800000247410,ເລ່ມັນຝຮັ່ງອໍລິຈິນໍກ່ອງ100g
800000199243,ນ້ຳມະຂາມ400ml
800000103440,ແຈ່ວສຸກີ້ແມ່ທອນ 750g
2255121204,ສັນຄໍໝູ
23003923,ນັກເກັດວົງ 300g
2255121410,ຫາງໝູອານາໄມ FREEZE 1000 ກຣາມ
800000121130,Okimchi 300g
800000084534,ເສັ້ນດຳເສສວນຖົງ200g
800000084495,ແຈ່ວສຸກີ້ແມ່ທອນ 500g
2255121283,ກະດູກສັນຫລັງ
2255121274,ຊີ້ນສາມຊັ້ນສະໄລ້ອານາໄມ 1000 ກຣາມ
2255120415,ໄສ້ກອກຫມູ 500g
2255120310,ລຸກຊີ້ນຫມູ A ແພັກ 500 g
800000084432,ນໍ້າປາ ກາປາມືກຂວດຢາງ700ມລ
800000107278,ເລ່ລົດໂມລິສະລາຍຖົງ44g
800000084247,ຜັກບົ້ງ 300ກຼາມ
800000121410,ນ້ຳຕານປີດ1kg
800000101917,ຮອດອກPPເຫລືອງໄກ່
800000103617,ຜັກກາດຂາວ
800000084494,ແຈ່ວສຸກີ້ແມ່ທອນ 250g
800000084384,AFMໄສ້ກອກຊີດຂຽວ 500ກຼາມ
2255121521,ຕີນໝູຕັດ
2255121209,ຊິ້ນບ່າໄຫລ່ໝູ (ຊິ້ນຂາໜ້າ)
2255121211,ກະດູກແກງໝູ
800000122679,ໝູ​ກະ​ປ່ອງ340g
800000109611,ໄວຕາມີວງາຂາວ300ml
800000107050,ລູກຊີ້ນປາແຫຼມ
2210440004,ໂຄງໄກ່ເນື້ອຕິດຫົວ
2255121281,ກະດູກຂໍ້
2210440043,ເອິກໄກ່ເນື້ອຕິດຫນັງອານາໄມ
800000084202,ກະແລ້ມແອັບເປີ້ນ
2255121206,ສັນໃນໝູ 
2255121282,ກະດູກໃບພາຍ
800000121131,Okimchi 500g
2255121232,ກະດູກຂ້າງໝູ
800000084273,ຫົວຫອມບົ່ວແດງ500g
800000126128,ຄອນເນ່ຖົງ48g
800000084289,ຍຳຍຳຈຳໂບ້ ໝູສັບ
800000107686,ຄອນເນ່ຊີດຖົງ48g
800000199275,ໂປເຕ້ຖົງ48g
800000084196,ນໍ້າທິບໃຫຍ່ 1.5ລິດ
800000084331,ຍຳຍຳຈຳໂບ້ ຕົ້ມຍຳກຸ້ງເຂັມຂຸ້ນ
800000103650,ເຈ້ຍສິດຊູວິລາເປັນອັນ
800000084527,ໝີ່ໄວໄວຊ່ອງ ລົດດັ້ງເດີມ
800000084522,ລ້ອນສາຍຝົນ 35ກຼາມ
11008934,ເຕົາຫູ້ໄຂ່ ເກດ A
800000102119,ເຫັດເຂັມຖົງຂຽວ
800000084409,ຄະນໍກ້ອນລົດໝູ
800000084461,ລົດດີ ພະໂລ້ 60ກຼາມ
800000086217,ແຈ່ວເສສວນຍົກໂປ້150g
800000084406,ກະປິ 75ກຼາມ
800000084343,ລ້ອນປຽກດອກຝ້າຍ 500ກຼາມ
800000122702,ເຕົາຮູ້ແຜ່ນ
800000103166,ເສັ້ນມັນດ້າງແດງ240g
800000084489,ແຈ່ວລູກຊີ້ນ (ຝາຂຽວ)
800000084310,ແຈ່ວດາດໂຕໝູ (ໃຫຍ່)
800000084526,ສາຫຼ່າຍດຳ FUTAL
2255121615,ຊີ້ນສັນຄໍໝູສະໄລ້ WF(TS) 500 ກຣາມ
800000254655,ຜົ້ງປີງຈີນ40g
2255121230,ຊິ້ນໝູບົດປົນມັນໝູ 20%
800000103189,ເຈ້ຍສິດຊູວິລາຖົງໃຫຍ່4ອັນ
800000084293,ປູອັດTVI 250ກຼາມ
800000151045,ເຫັດຫອມ100g
2255120382,ຫມູປີ້ງ 10ໄມ້  550g
800000116730,ນ້ຳປາມຶກແກ້ວນ້ອຍ300g
800000084377,ແຈ່ວເສສວນຈີນງົວເຂັ້ມຂຸ່ມ 150g
800000147726,ແປ້ງນົວກາຖ້ວຍ 250g
800000102050,ເຫັດຫຼວງ500g
800000084417,ນໍ້າມັນຫອຍນາງລົມ600ml
800000101365,SUNFOOD ປີກບົນໄກ່ຖົງແດງ1kg
2255121203,ຊິ້ນສະໂພກໝູ (ຊິ້ນຂາຫລັງ)
800000084537,ເຫັດຫິມະ 200g
2255121614,ຊີ້ນໝູສາມຊັ້ນສະໄລ້ WF(TS) 500 ກຣາມ
800000084318,ໄສ້ກອກຫມູຄອກເທວຜະສົມຊີສ 500g
800000084234,ຫົວກະທຽມ500g
800000084511,ໂລຊ່າ ຊອດໝາກເຂືອເທດ 300ກຼາມ
800000084473,ເກືອກາກວຽນໄອໂອດີນເວີນຄຳ 1ກິໂລ
800000084459,ຟ້າໄທນໍ້າໃສ 350ມລ
800000101360,ປູອັດTVI500g
26020202,ໄກ່ຈໍ້ 500 ກັມ
2255120310,ລຸກຊີ້ນຫມູ A ແພັກ 500 g
800000103177,ປາ​ກະ​ປ່ອງສາມ​ແມ່​ຄົວ93g
800000143078,Mfoodແຈ່ວຊີຟູດ
800000103617,ຜັກກາດຂາວ
2255121487,ສັນຄໍໝູສະໄລ້ WARP FREEZE 250 ກຣາມ
2255121619,ຊີ້ນຄໍໝູປີ້ງ WF(TS) 500 ກຣາມ
800000084375,best foods ເສັ້ນສະປາເກັດຕີ້400g
800000084411,ຄະນໍຜົງລົດໝູ 400g
23000889,CP ເນື້ອເອິກໄກ່ລ້ວນ ແພັກ 2 kg
800000147713,ປາເສັ້ນຈັບໂບ້ລົດບາບິຄິວ
2255120442,ສາມຊັ້ນໝັກເກືອ 1000g
800000107255,ວິຕາມິນC ທັບທິມ
800000246312,ນ້ຳ​ມັນ​ອາ​ງຸ່ນ1ml
800000084429,ນໍ້າຈິ້ມໄກ່ ແມ່ປານອມ 260ກລາມ
800000103181,ໝີ່ເກົາຫລີດຳແພັກ5ຫໍ່
23003924,ປີກໄກ່ນິວອໍລີນ 300g
800000084219,NVນົມສະໄລ້A300ກຼາມ
800000107172,Polar Bear ໝາກຖົວຍິປຸ່ນ Edamame 1kg
800000084257,ຜັກຫົມ 300ກຼາມ
2255120354,ຫມູຝອຍ   100 g
800000190860,ມັນຝຮັ່ງຫຍັກເອັກຕ້າ1kg
800000084247,ຜັກບົ້ງ 300ກຼາມ
800000106734,pfp ເຕົາຮູ້ປາແຜ່ນ500g
800000107704,ປີກກາງຖົງ2kg
800000123563,ປາກເປັດບໍຕິດລີ້ນ1kg
800000101378,NVນົມໝູສະໄລ້A 500g
800000084283,ກະແລ້ມໝາກໜອດ
23003925,ນັກເກັດດາວ 300g
2255120443,ລູກຊີ້ນເອັນ 500g
2255120346,ຫມູທອດ 1000g
800000084485,ແຈ່ວພັນທ້າຍ 342 ກຼາມ
2255120427,ຂາຫມູຕຸ້ນ 1000g
800000084419,ຊອດແມັກກີ້ 680ກຼາມ
2255120314,ໝູຍໍ່ A 1000 g
800000158665,ເອິກເປັດ
800000101380,NVເສືອຮ້ອງໄຫ້ອົດສະຕາລີ500g
800000084277,CP ຊຸດຈຸ່ມພີມ້ຽນ
2220354303,ໄຂ່ໄກ່ແຕະ 30 ຟອງ ຝາຄອບ-ເບີ 3
800000084492,ແຈ່ວສຸກີ້ກວາງຕຸ້ງ830ກລາມ
2255120398,ໄສ້ກອກຫວານ 500g
800000125754,ນ້ຳພິກແກງເພັດນ້ຳໃຈ100g
2255121205,ສັນນອກໝູ
800000101367,SunValleyຊິກເກັນຕິກ1kg
800000106975,SunValleyນັກເກັດໄກ່ 1kg
2255121410,ຫາງໝູອານາໄມ FREEZE 1000 ກຣາມ
2220352100,ໄຂ່ໄກ່ແພັກ 10 ຟອງ-ເບີ 0
800000101892,ແຈ່ວດາດໂຕໝູ (ນ້ອຍ)
2255120359,ສົ້ມຫມູ  500 g
800000126557,Mfoodແຈ່ວດາດ_ຈຸ່ມ500g
800000157630,ບັດເຕີເຄັກກ່ອງ
2255121207,ຊິ້ນໝູສາມຊັ້ນ
800000084158,ຍອດອ່ອນຕາວັນ
800000101376,NV ຂາລາຍAUD 500g
2255121204,ສັນຄໍໝູ
800000123523,ລູກຊີ້ນປາມຶກTVT500g
800000123438,ຜົງແຈ່ວປີ້ງຈີນ130g
2210440045,ນ່ອງໄກ່ເນື້ອຕິດສະໂພກອານາໄມ
800000122908,ຢໍ່ຈືນໂປະແຕກແພັກໃຫຍ່
800000104157,ເປົາ​ທູ​ໂທນ​ໄສ້​ໄຂ່​ກຸ້ງ500g
800000126154,ຊອດເທີຍາກິ220ml
800000259674,ໃບກະເພົາ
800000084495,ແຈ່ວສຸກີ້ແມ່ທອນ 500g
800000121130,Okimchi 300g
800000103194,ກະທິອຳພາວາ1000g
800000106732,TVIເຕົ້າຮູ້ແຊມວີດ 500g
800000199260,ຂະໜົມຊີລ້ຽວສອດໄສ້ລົດຊອກໂກແລດ
2255121211,ກະດູກແກງໝູ
800000247442,ເລ່ກິ່ນກຸ້ງມັງກອນສະໄປຊີກ່ອງ100g
2210440047,ຕີນໄກ່ເນື້ອອານາໄມ
800000199404,ຂະໜົມຊີລ້ຽວຊອກໂກແລດສອດໄສ້ຄີມ
800000101917,ຮອດອກPPເຫລືອງໄກ່
800000247429,ເລ່ຊາວຄີມແລະຫົວຫອມກ່ອງ100g
2255121232,ກະດູກຂ້າງໝູ
2255121281,ກະດູກຂໍ້
26010730,ໄກ່ຕົ້ມນ້ຳປາ
800000084494,ແຈ່ວສຸກີ້ແມ່ທອນ 250g
2255121295,ຂາຕັ້ງ (ຂາຫລັງໝູ)
2255121282,ກະດູກໃບພາຍ
2255121206,ສັນໃນໝູ 
2255121521,ຕີນໝູຕັດ
2255121209,ຊິ້ນບ່າໄຫລ່ໝູ (ຊິ້ນຂາໜ້າ)
2255121283,ກະດູກສັນຫລັງ
2230440009,ໄກ່ລາດປອກບໍ່ລວມເຄື່ອງໃນ
2210440043,ເອິກໄກ່ເນື້ອຕິດຫນັງອານາໄມ
800000126128,ຄອນເນ່ຖົງ48g
800000084273,ຫົວຫອມບົ່ວແດງ500g
800000084374,ເທດໂຕ້ລົດສະລາຍຖົງ42g
800000107686,ຄອນເນ່ຊີດຖົງ48g
11008934,ເຕົາຫູ້ໄຂ່ ເກດ A
800000102119,ເຫັດເຂັມຖົງຂຽວ
800000084409,ຄະນໍກ້ອນລົດໝູ
800000084461,ລົດດີ ພະໂລ້ 60ກຼາມ
800000103166,ເສັ້ນມັນດ້າງແດງ240g
800000084343,ລ້ອນປຽກດອກຝ້າຍ 500ກຼາມ
800000084310,ແຈ່ວດາດໂຕໝູ (ໃຫຍ່)
800000084526,ສາຫຼ່າຍດຳ FUTAL
800000084506,ແປ້ງໂກກິ 150ກຼາມ
800000122563,ຟອງເຕົາຫູ້ຖົງຂຽວ
2255121615,ຊີ້ນສັນຄໍໝູສະໄລ້ WF(TS) 500 ກຣາມ
2255121489,ສາມຊັ້ນໝູສະໄລ້ WRAP FREEZE 250 ກຣາມ
2255121230,ຊິ້ນໝູບົດປົນມັນໝູ 20%
800000084293,ປູອັດTVI 250ກຼາມ
800000101373,ປາ​ລອນດີ້ແຜ່ນPP 1 kg
800000151045,ເຫັດຫອມ100g
2255121614,ຊີ້ນໝູສາມຊັ້ນສະໄລ້ WF(TS) 500 ກຣາມ
800000103163,ເສັ້ນມັນດ້າງຈຸ່ມເສັ້ນແປ250g
800000249313,ແຈ່ວຄຸນນັດ500g
2255120382,ຫມູປີ້ງ 10ໄມ້  550g
800000084417,ນໍ້າມັນຫອຍນາງລົມ600ml
800000084377,ແຈ່ວເສສວນຈີນງົວເຂັ້ມຂຸ່ມ 150g
800000102050,ເຫັດຫຼວງ500g
800000101365,SUNFOOD ປີກບົນໄກ່ຖົງແດງ1kg
800000084318,ໄສ້ກອກຫມູຄອກເທວຜະສົມຊີສ 500g
800000084537,ເຫັດຫິມະ 200g
800000084234,ຫົວກະທຽມ500g
800000141350,ເລ່ລົດບາບີຄີວ44g
800000107278,ເລ່ລົດໂມລິສະລາຍຖົງ44g
800000101497,ປູອັດເບັນໂຕະ 250ກຮາມ
800000107291,ເລ່ລົດດັງເດີມຖົງ
800000101381,NVເສືອຮ້ອງໄຫ້ແພັກສະໄລ 300g
800000084369,pfpເຕົ້າຫູ້ປາລູກເຕົາ 500g
2255121203,ຊິ້ນສະໂພກໝູ (ຊິ້ນຂາຫລັງ)
800000155537,ໄສ້ກອກລົດໄຟ700g
2255120310,ລຸກຊີ້ນຫມູ A ແພັກ 500 g
800000122561,ເສັ້ນເສສວນມັດ500g
800000107241,Orchid ນ້ຳ​ມັນ​ຫວຽດ 2L
800000143078,Mfoodແຈ່ວຊີຟູດ
26020202,ໄກ່ຈໍ້ 500 ກັມ
2255121487,ສັນຄໍໝູສະໄລ້ WARP FREEZE 250 ກຣາມ
2255121619,ຊີ້ນຄໍໝູປີ້ງ WF(TS) 500 ກຣາມ
800000103617,ຜັກກາດຂາວ
800000084398,ປາໄຂ່ 500 ກຼາມ
800000247429,ເລ່ຊາວຄີມແລະຫົວຫອມກ່ອງ100g
800000247442,ເລ່ກິ່ນກຸ້ງມັງກອນສະໄປຊີກ່ອງ100g
2255120442,ສາມຊັ້ນໝັກເກືອ 1000g
800000084278,ກະແລ້ມກະທິ
2255121205,ສັນນອກໝູ
2255120400,ໝູນຸ້ມໝັກນ້ຳມັນງາ 500g
800000103171,ກະທິ ອາລອຍດີ250g
800000101368,SunValleyປີກໄກ່ກອບດັງເດີມ1kg
800000084206,ໝາກ​ນາວ​ໂຊ​ດາ
23003924,ປີກໄກ່ນິວອໍລີນ 300g
2255121621,ກະດູກອ່ອນໝູຕັດຕ່ອນ WF(TS) 500 ກຣາມ
2255120354,ຫມູຝອຍ   100 g
800000190860,ມັນຝຮັ່ງຫຍັກເອັກຕ້າ1kg
11008934,ເຕົາຫູ້ໄຂ່ ເກດ A
2255120338,ຫມູຍໍ່ຫນັງ A 500 g
800000084303,ຮອນດອກແດງນ້ອຍ1kg
800000107704,ປີກກາງຖົງ2kg
800000107254,ວິຕາມິນC ນ້ຳສົ້ມ
800000084247,ຜັກບົ້ງ 300ກຼາມ
800000084419,ຊອດແມັກກີ້ 680ກຼາມ
800000101378,NVນົມໝູສະໄລ້A 500g
2255120443,ລູກຊີ້ນເອັນ 500g
800000120919,ປີກກາງຕີດປາຍປີກ2kg
2255120314,ໝູຍໍ່ A 1000 g
800000101379,NVໜອກສະໄລອົດສະຕາລີ300g
800000102091,ເຕົາຫູ້ໄຂ່ ເກດ Aຖົງ10ອັນ
23003925,ນັກເກັດດາວ 300g
800000084219,NVນົມສະໄລ້A300ກຼາມ
800000239131,ກະດູກຂ້າງcp1kg
800000106731,AFMໄສ້ກອກໄກ່500g
800000084277,CP ຊຸດຈຸ່ມພີມ້ຽນ
800000101358,ລູກຊີ້ນກຸ້ງTVI 500g
800000158665,ເອິກເປັດ
2255121206,ສັນໃນໝູ 
800000106813,ແຜ່ນແປ້ງປໍເປ້ຍແຊ່ແຂງ660g
800000101356,TVIຄອມໂບຊີສບັນລວມ 500g
800000158663,ຫົວໃຈໄກ່2kg
800000123565,ເອັນເຕ້ CP 1 kg
2255120346,ຫມູທອດ 1000g
800000101892,ແຈ່ວດາດໂຕໝູ (ນ້ອຍ)
2255121207,ຊິ້ນໝູສາມຊັ້ນ
23003923,ນັກເກັດວົງ 300g
800000247410,ເລ່ມັນຝຮັ່ງອໍລິຈິນໍກ່ອງ100g
800000122883,PFPປາມ້ອນໄສ້ໄຂ່ເຄັມ500g
800000103183,ຫມີ່ເກົາຫລີບົວແພັກ5ຫໍ່
800000101376,NV ຂາລາຍAUD 500g
2255120359,ສົ້ມຫມູ  500 g
2255120415,ໄສ້ກອກຫມູ 500g
800000107279,ເລ່ລົດດັງເດີມແຜ່ນຍັກແພັກໃຫຍ່06ຖົງ
800000104157,ເປົາ​ທູ​ໂທນ​ໄສ້​ໄຂ່​ກຸ້ງ500g
800000107277,ເລ່ລົດໂມລິສະລາຍແພັກໃຫຍ່06ຖົງ
800000126557,Mfoodແຈ່ວດາດ_ຈຸ່ມ500g
800000084280,ກະແລ້ມຖົ່ວລຽນ
800000141329,ເລ່ລົດບາບີຄີວແພັກໃຫຍ່06ຖົງ
800000259674,ໃບກະເພົາ
800000101380,NVເສືອຮ້ອງໄຫ້ອົດສະຕາລີ500g
2210440046,ປີກເຕັມໄກ່ເນື້ອອານາໄມ
800000101370,ຫມຶກຫມາກນັດ 1kg
800000121130,Okimchi 300g
2255121211,ກະດູກແກງໝູ
2255121295,ຂາຕັ້ງ (ຂາຫລັງໝູ)
2255121283,ກະດູກສັນຫລັງ
2255121281,ກະດູກຂໍ້
2255121204,ສັນຄໍໝູ
2255121232,ກະດູກຂ້າງໝູ
2255121282,ກະດູກໃບພາຍ
2255121209,ຊິ້ນບ່າໄຫລ່ໝູ (ຊິ້ນຂາໜ້າ)
2220354303,ໄຂ່ໄກ່ແຕະ 30 ຟອງ ຝາຄອບ-ເບີ 3
2255121229,ຊິ້ນໝູບົດ 
2255121521,ຕີນໝູຕັດ
2210440043,ເອິກໄກ່ເນື້ອຕິດຫນັງອານາໄມ
800000126128,ຄອນເນ່ຖົງ48g
800000084374,ເທດໂຕ້ລົດສະລາຍຖົງ42g
800000084273,ຫົວຫອມບົ່ວແດງ500g
800000084331,ຍຳຍຳຈຳໂບ້ ຕົ້ມຍຳກຸ້ງເຂັມຂຸ້ນ
800000084523,ລ້ອນສາຍຝົນ 70ກຼາມ
800000084409,ຄະນໍກ້ອນລົດໝູ
800000102119,ເຫັດເຂັມຖົງຂຽວ
800000086217,ແຈ່ວເສສວນຍົກໂປ້150g
800000084406,ກະປິ 75ກຼາມ
800000084454,ປາແດກແມ່ບຸນລໍ້າ 400ກຼາມ
800000084343,ລ້ອນປຽກດອກຝ້າຍ 500ກຼາມ
800000084489,ແຈ່ວລູກຊີ້ນ (ຝາຂຽວ)
2255121615,ຊີ້ນສັນຄໍໝູສະໄລ້ WF(TS) 500 ກຣາມ
800000084408,ຄະນໍກ້ອນ ຕົ້ມຍຳ
800000107248,ປາກະປ໋ອງແປ 125ກ
800000155539,ກ້ຽວ500g
2255121614,ຊີ້ນໝູສາມຊັ້ນສະໄລ້ WF(TS) 500 ກຣາມ
800000084310,ແຈ່ວດາດໂຕໝູ (ໃຫຍ່)
800000107246,ໂອອີຊິລົດເຂົ້າ
2255121489,ສາມຊັ້ນໝູສະໄລ້ WRAP FREEZE 250 ກຣາມ
800000084293,ປູອັດTVI 250ກຼາມ
800000151045,ເຫັດຫອມ100g
800000107245,ໂອອີຊິລົດໝາກນາວ
800000147726,ແປ້ງນົວກາຖ້ວຍ 250g
800000249313,ແຈ່ວຄຸນນັດ500g
800000179654,ກໍ້ແພັກອາຫານ30cm*30cm
800000183639,ໂອອີຊິລົດດັງເດີມ
800000084377,ແຈ່ວເສສວນຈີນງົວເຂັ້ມຂຸ່ມ 150g
800000084417,ນໍ້າມັນຫອຍນາງລົມ600ml
2255120382,ຫມູປີ້ງ 10ໄມ້  550g
800000199229,ກາໂຕະລົດສະຕໍເບີລີ320ml
2255121230,ຊິ້ນໝູບົດປົນມັນໝູ 20%
800000103182,ຫມີເກົາຫລີບົວຖົງ
800000101365,SUNFOOD ປີກບົນໄກ່ຖົງແດງ1kg
800000102050,ເຫັດຫຼວງ500g
800000247064,ແຈ່ວຄຸນນັດ250g
800000084234,ຫົວກະທຽມ500g
800000084537,ເຫັດຫິມະ 200g
800000084318,ໄສ້ກອກຫມູຄອກເທວຜະສົມຊີສ 500g
800000084459,ຟ້າໄທນໍ້າໃສ 350ມລ
800000107256,ວິຕາມິນC ເລມອນ
800000101497,ປູອັດເບັນໂຕະ 250ກຮາມ
800000101352,PFP ເຕົ້າຮູ້ຊີດ500g
800000101360,ປູອັດTVI500g
800000084369,pfpເຕົ້າຫູ້ປາລູກເຕົາ 500g
800000155537,ໄສ້ກອກລົດໄຟ700g
800000103177,ປາ​ກະ​ປ່ອງສາມ​ແມ່​ຄົວ93g
800000084392,ປາຊາບະຮົມຄວັນ 125ກຼາມ
800000084487,ແຈ່ວພັນທ້າຍແກ້ວໃຫຍ່ 820ກຼາມ
800000109612,ເກັກຮວຍປ່ອງແດງ
2255120310,ລຸກຊີ້ນຫມູ A ແພັກ 500 g
2255121203,ຊິ້ນສະໂພກໝູ (ຊິ້ນຂາຫລັງ)
800000122561,ເສັ້ນເສສວນມັດ500g
2255121205,ສັນນອກໝູ
2255120402,ໝູນຸ້ມໝັກພິກໄທດຳ 500g
800000143078,Mfoodແຈ່ວຊີຟູດ
800000101381,NVເສືອຮ້ອງໄຫ້ແພັກສະໄລ 300g
800000084411,ຄະນໍຜົງລົດໝູ 400g
26020202,ໄກ່ຈໍ້ 500 ກັມ
800000107265,ຍຳຍຳລົດສຸກີ້ຊ່ອງ
800000084322,ກຸ້ງປອກເປືອກແຊ່ແຂງ 1000g
800000107255,ວິຕາມິນC ທັບທິມ
2255121487,ສັນຄໍໝູສະໄລ້ WARP FREEZE 250 ກຣາມ
23000889,CP ເນື້ອເອິກໄກ່ລ້ວນ ແພັກ 2 kg
800000247429,ເລ່ຊາວຄີມແລະຫົວຫອມກ່ອງ100g
800000247442,ເລ່ກິ່ນກຸ້ງມັງກອນສະໄປຊີກ່ອງ100g
800000103171,ກະທິ ອາລອຍດີ250g
800000084278,ກະແລ້ມກະທິ
800000126113,ນ້ຳຈິ້ມໄກ່ຄົວຕະວັນ230g
2255120400,ໝູນຸ້ມໝັກນ້ຳມັນງາ 500g
800000084444,Orchid ນ້ຳ​ມັນ​ຫວຽດ 1 ml
2255121621,ກະດູກອ່ອນໝູຕັດຕ່ອນ WF(TS) 500 ກຣາມ
2255121274,ຊີ້ນສາມຊັ້ນສະໄລ້ອານາໄມ 1000 ກຣາມ
800000084206,ໝາກ​ນາວ​ໂຊ​ດາ
800000103617,ຜັກກາດຂາວ
800000084257,ຜັກຫົມ 300ກຼາມ
800000161550,ປີກບົນຖົງໃສ2kg
2255120338,ຫມູຍໍ່ຫນັງ A 500 g
2220352100,ໄຂ່ໄກ່ແພັກ 10 ຟອງ-ເບີ 0
800000084485,ແຈ່ວພັນທ້າຍ 342 ກຼາມ
2255120404,ໝູສາມຊັ້ນໝັກນ້ຳມັນງາ 500g
2255120354,ຫມູຝອຍ   100 g
2255120427,ຂາຫມູຕຸ້ນ 1000g
800000130237,ປູອັດເບັນໂຕະ 500g
800000107704,ປີກກາງຖົງ2kg
800000107254,ວິຕາມິນC ນ້ຳສົ້ມ
2255120443,ລູກຊີ້ນເອັນ 500g
800000084303,ຮອນດອກແດງນ້ອຍ1kg
